ticker;NomeEmpresa;RazaoSocial;Setor;SubSetor
RAPT3;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;Material de Transporte;Material Rodoviário
RAPT4;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;Material de Transporte;Material Rodoviário
RCSL3;RECRUSUL;RECRUSUL SA;Material de Transporte;Material Rodoviário
RCSL4;RECRUSUL;RECRUSUL SA;Material de Transporte;Material Rodoviário
RCTB31;TELEBRAS;TELEC. BRASILEIRAS S.A. - TELEBRÁS;Telecomunicações;Telecomunicações
RCTB33;TELEBRAS;TELEC. BRASILEIRAS S.A. - TELEBRÁS;Telecomunicações;Telecomunicações
RCTB41;TELEBRAS;TELEC. BRASILEIRAS S.A. - TELEBRÁS;Telecomunicações;Telecomunicações
RCTB42;TELEBRAS;TELEC. BRASILEIRAS S.A. - TELEBRÁS;Telecomunicações;Telecomunicações
RDCD3;Redecard;REDECARD S.A.;Serviços Financeiros Diversos;Serviços Financeiros Diversos
RDNI3;RNI;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Construção Civil;Incorporações
RDOR3;REDE D OR;Rede DOr São Luiz S.A.;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos
RDTR3;REDENTOR;REDENTOR ENERGIA S.A.;Outros;NA
REAG3;REAGINVEST;REAGINVEST BRASIL S.A;Programas e Serviços;Programas e Serviços
RECV3;PETRORECONCA;PETRORECÔNCAVO S.A.;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
REDE3;REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.;REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.;Energia Elétrica;Energia Elétrica
REDE4;REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.;REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.;Energia Elétrica;Energia Elétrica
REEM4;RHEEM EMPRS;RIMET EMPREEND. INDS. E COMERCIAIS S/A;Outros;NA
RENT3;LOCALIZA RENT A CAR;LOCALIZA RENT A CAR SA;Diversos;Aluguel de carros
REPA3;ELECTROLUX;ELECTROLUX DO BRASIL SA;Outros;NA
REPA4;ELECTROLUX;ELECTROLUX DO BRASIL SA;Outros;NA
RGEG3;RGE - RIO GRANDE ENERGIA;RIO GRANDE ENERGIA SA;Energia Elétrica;Energia Elétrica
RHDS3;M G POLIEST;M G POLIESTER S.A.;Químicos;Petroquímicos
RHDS4;M G POLIEST;M G POLIESTER S.A.;Químicos;Petroquímicos
RIPI3;REFINARIA DE PETRÓLEO IPIRANGA SA;REFINARIA PET IPIRANGA SA;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
RIPI4;REFINARIA DE PETRÓLEO IPIRANGA SA;REFINARIA PET IPIRANGA SA;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
RJCP3;RJCP EQUITY;RJCP EQUITY S.A.;Outros;NA
RLOG3;COSAN LOG;COSAN LOGISTICA S.A.;Transporte;Transporte Ferroviário
RNAR3;POMIFRUTAS;POMIFRUTAS S/A;Outros;Outros
RNEW11;RENOVA;RENOVA ENERGIA S.A.;Energia Elétrica;Energia Elétrica
RNEW3;RENOVA;RENOVA ENERGIA S.A.;Energia Elétrica;Energia Elétrica
RNEW4;RENOVA;RENOVA ENERGIA S.A.;Energia Elétrica;Energia Elétrica
RNPT3;RENNER PARTICIPAÇÕES S/A;RENNER PARTICIPAÇÕES SA;Intermediários Financeiros;Bancos
RNPT4;RENNER PARTICIPAÇÕES S/A;RENNER PARTICIPAÇÕES SA;Intermediários Financeiros;Bancos
ROMI3;ROMI;INDS ROMI SA;Máquinas e Equipamentos;Máq. e Equip. Industriais
ROMI4;ROMI;INDS ROMI SA;Máquinas e Equipamentos;Máq. e Equip. Industriais
RPAD3;ALFA HOLDINGS;ALFA HOLDINGS SA;Intermediários Financeiros;Bancos
RPAD5;ALFA HOLDINGS;ALFA HOLDINGS SA;Intermediários Financeiros;Bancos
RPAD6;ALFA HOLDINGS;ALFA HOLDINGS SA;Intermediários Financeiros;Bancos
RPMG3;REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A;REFINARIA PET MANGUINHOS SA;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
RPMG4;REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A;REFINARIA PET MANGUINHOS SA;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
RPSA4;RIPASA;RIPASA SA CELULOSE E PAPEL;Outros;NA
RRRP3;BRAVA;3R PETROLEUM ÓLEO E GÁS S.A;Outros;Outros
RSID3;ROSSI RESIDENCIAL;ROSSI RESIDENCIAL SA;Construção Civil;Incorporações
RSIP3;RASIP AGRO PASTORIL;RASIP AGRO PASTORIL SA;Agropecuária;Agricultura
RSIP4;RASIP AGRO PASTORIL;RASIP AGRO PASTORIL SA;Agropecuária;Agricultura
RSUL4;METALURGICA RIOSULENSE S/A;METALURGICA RIOSULENSE SA;Material de Transporte;Material Rodoviário
RUMO3;RUMO LOG;RUMO LOGISTICA OPERADORA MULTIMODAL S.A.;Outros;Outros
SALM3;SEARA ALIMENTOS;SEARA ALIMENTOS SA;Outros;NA
SALM4;SEARA ALIMENTOS;SEARA ALIMENTOS SA;Outros;NA
SANB11;SANTANDER;BANCO SANTANDER S.A.;Intermediários Financeiros;Bancos
SANB3;SANTANDER;BANCO SANTANDER S.A.;Intermediários Financeiros;Bancos
SANB4;SANTANDER;BANCO SANTANDER S.A.;Intermediários Financeiros;Bancos
SAPR11;SANEPAR;CIA. DE SANEAMENTO DO PARANÁ - SANEPAR;Água e Saneamento;Água e Saneamento
SAPR3;SANEPAR;CIA. DE SANEAMENTO DO PARANÁ - SANEPAR;Água e Saneamento;Água e Saneamento
SAPR4;SANEPAR;CIA. DE SANEAMENTO DO PARANÁ - SANEPAR;Água e Saneamento;Água e Saneamento
SASG3;SUL AMERICA SEGUROS;SUL AMERICA CIA NACL SEGUROS;Previdência e Seguros;Seguradoras
SBFG3;GRUPO SBF;GRUPO SBF SA;Comércio;Produtos Diversos
SBSP3;SABESP;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;Água e Saneamento;Água e Saneamento
SCAR3;SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.;SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A;Exploração de Imóveis;Exploração de Imóveis
SCAR4;SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.;SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A;Exploração de Imóveis;Exploração de Imóveis
SCLO3;SCHLOSSER TECIDOS;CIA INDL SCHLOSSER SA;Tecidos, Vestuário e Calçados;Fios e Tecidos
SCLO4;SCHLOSSER TECIDOS;CIA INDL SCHLOSSER SA;Tecidos, Vestuário e Calçados;Fios e Tecidos
SDIA3;SADIA;SADIA SA;Alimentos Processados;Carnes e Derivados
SDIA4;SADIA;SADIA SA;Alimentos Processados;Carnes e Derivados
SEBB11;SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A;SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A;Diversos;Serviços Educacionais
SEBB3;SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A;SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A;Diversos;Serviços Educacionais
SEBB4;SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A;SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A;Diversos;Serviços Educacionais
SEDU3;SOMOS EDUCA;SOMOS EDUCAÇÃO S.A.;Outros;NA
SEER3;SER EDUCA;SER EDUCACIONAL S.A.;Diversos;Serviços Educacionais
SEMP3;SEMP TOSHIBA;SEMP TOSHIBA SA;Comércio;Eletrodomésticos
SEQL3;SEQUOIA LOG;SEQUOIA LOGISTICA E TRANSPORTES S.A;Serviços Diversos;Serviços Diversos
SFSA3;Sofisa;BANCO SOFISA SA;Intermediários Financeiros;Bancos
SFSA4;Sofisa;BANCO SOFISA SA;Intermediários Financeiros;Bancos
SGAS3;WLM;WLM INDÚSTRIA E COMÉRCIO S/A;Outros;Outros
SGAS4;WLM;WLM INDÚSTRIA E COMÉRCIO S/A;Outros;Outros
SGEN3;SERGEN;SERGEN SERVS GERAIS DE ENG SA;Construção Civil;Incorporações
SGEN4;SERGEN;SERGEN SERVS GERAIS DE ENG SA;Construção Civil;Incorporações
SGPS3;Springs;SPRINGS GLOBAL PARTICIPAÇÕES S/A;Tecidos, Vestuário e Calçados;Fios e Tecidos
SHOW3;TIME FOR FUN;T4F Entretenimento S.A.;Viagens e Lazer;Produção de Eventos e Shows
SHUL4;SCHULZ;SCHULZ SA;Máquinas e Equipamentos;Motores, Compressores e Outros
SIMH3;SIMPAR;SIMPAR S.A.;Holdings Diversificadas;Holdings Diversificadas
SJOS3;SÃO JOSÉ;FIACAO TECELAGEM SAO JOSE SA;Tecidos, Vestuário e Calçados;Fios e Tecidos
SJOS4;SÃO JOSÉ;FIACAO TECELAGEM SAO JOSE SA;Tecidos, Vestuário e Calçados;Fios e Tecidos
SLCE3;SLC Agricola;SLC AGRICOLA SA;Agropecuária;Agricultura
SLCP3;SULACAP;SUL AMERICA CAPITALIZACAO S.A.;Outros;NA
SLED3;EDITORA SARAIVA;SARAIVA SA LIVREIROS EDITORES;Comércio;Produtos Diversos
SLED4;EDITORA SARAIVA;SARAIVA SA LIVREIROS EDITORES;Comércio;Produtos Diversos
SMFT3;SMART FIT;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Viagens e Lazer;Atividades Esportivas
SMLE3;SMILES;SMILES S.A.;Outros;NA
SMLS3;SMILES;SMILES FIDELIDADE S.A.;Diversos;Programas de Fidelização
SMTO3;SAO MARTINHO;SAO MARTINHO S.A.;Alimentos Processados;Açucar e Alcool
SNSL3;SINQIA;SINQIA S.A.;Outros;Outros
SNSY5;SANSUY S.A. INDÚSTRIA DE PLÁSTICOS;SANSUY SA INDÚSTRIA DE PLASTICOS;Materiais Diversos;Materiais Diversos
SOJA3;BOA SAFRA;BOA SAFRA SEMENTES S.A.;Agropecuária;Agricultura
SOMA3;GRUPO SOMA;GRUPO DE MODA SOMA S.A.;Comércio;Tecidos, Vestuário e Calçados
SOND3;SONDOTECNICA S/A.;SONDOTECNICA ENGENHARIA DE SOLOS S/A.;Construção e Engenharia;Engenharia Consultiva
SOND5;SONDOTECNICA S/A.;SONDOTECNICA ENGENHARIA DE SOLOS S/A.;Construção e Engenharia;Engenharia Consultiva
SOND6;SONDOTECNICA S/A.;SONDOTECNICA ENGENHARIA DE SOLOS S/A.;Construção e Engenharia;Engenharia Consultiva
SPRI3;SPRINGER;SPRINGER SA;Outros;NA
SPRI5;SPRINGER;SPRINGER SA;Outros;NA
SPRI6;SPRINGER;SPRINGER SA;Outros;NA
SQIA3;SINQIA;SINQIA S.A.;Programas e Serviços;Programas e Serviços
SRNA3;SERENA;SERENA ENERGIA S.A.;Energia Elétrica;Energia Elétrica
SSBR3;ALLOS;ALLOS S.A.;Outros;Outros
STBP11;SBPAR;SANTOS BRASIL PARTICIPAÇÕES S.A.;Transporte;Serviços de Apoio e Armazenagem
STBP3;SBPAR;SANTOS BRASIL PARTICIPAÇÕES S.A.;Transporte;Serviços de Apoio e Armazenagem
STLB3;ADVANCED-DH;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;Outros;Outros
STRP4;STAROUP;BOTUCATU TÊXTIL S.A.;Tecidos, Vestuário e Calçados;Vestuário
SUBA3;;SUBMARINO S/A;Outros;NA
SULA11;Sul America;SUL AMERICA S/A;Previdência e Seguros;Seguradoras
SULA3;Sul America;SUL AMERICA S/A;Previdência e Seguros;Seguradoras
SULA4;Sul America;SUL AMERICA S/A;Previdência e Seguros;Seguradoras
SULT3;CONSTRUTORA SULTEPA S/A;CONST SULTEPA SA;Outros;NA
SULT4;CONSTRUTORA SULTEPA S/A;CONST SULTEPA SA;Outros;NA
SUZA4;SUZANO HOLDING S.A.;SUZANO HOLDING S.A. (EX-NEMOFEFFER S.A.);Holdings Diversificadas;Holdings Diversificadas
SUZB3;Suzano Papel;SUZANO PAPEL E CELULOSE S.A.;Madeira e Papel;Papel e Celulose
SUZB5;Suzano Papel;SUZANO PAPEL E CELULOSE S.A.;Madeira e Papel;Papel e Celulose
SUZB6;Suzano Papel;SUZANO PAPEL E CELULOSE S.A.;Madeira e Papel;Papel e Celulose
SWET3;ADVANCED-DH;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;Outros;Outros
SYNE3;SYN PROP TEC;SYN prop e tech S.A.;Exploração de Imóveis;Exploração de Imóveis
SZPQ4;SUZANO PETROQUIMICA S.A.;SUZANO PETROQUIMICA S.A.;Químicos;Petroquímicos
TAEE11;TAESA;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Energia Elétrica;Energia Elétrica
TAEE3;TAESA;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Energia Elétrica;Energia Elétrica
TAEE4;TAESA;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Energia Elétrica;Energia Elétrica
TAMM3;TAM;TAM S.A.;Transporte;Transporte Aéreo
TAMM4;TAM;TAM S.A.;Transporte;Transporte Aéreo
TANC4;TAM;TAM S.A.;Transporte;Transporte Aéreo
TARP11;TARPON;TARPON INVESTMENT GROUP LTD.;Holdings Diversificadas;Holdings Diversificadas
TASA3;TAURUS ARMAS;TAURUS ARMAS S.A.;Máquinas e Equipamentos;Armas e Munições
TASA4;TAURUS ARMAS;TAURUS ARMAS S.A.;Máquinas e Equipamentos;Armas e Munições
TBLE3;ENGIE BRASIL;ENGIE BRASIL ENERGIA S.A.;Outros;Outros
TBLE5;ENGIE BRASIL;ENGIE BRASIL ENERGIA S.A.;Energia Elétrica;Energia Elétrica
TBLE6;ENGIE BRASIL;ENGIE BRASIL ENERGIA S.A.;Energia Elétrica;Energia Elétrica
TCNO3;TECNOSOLO S/A;TECNOSOLO S/A;Construção e Engenharia;Engenharia Consultiva
TCNO4;TECNOSOLO S/A;TECNOSOLO S/A;Construção e Engenharia;Engenharia Consultiva
TCOC3;TELE CENTRO OESTE CELULAR PARTICIP. S/A;TCO CELULAR PARTICIPAÇÕES S/A;Outros;NA
TCOC4;TELE CENTRO OESTE CELULAR PARTICIP. S/A;TCO CELULAR PARTICIPAÇÕES S/A;Outros;NA
TCSA3;TECNISA;TECNISA S.A.;Construção Civil;Incorporações
TCSL4;TIM PARTICIPAÇÕES S.A.;TIM PARTICIPAÇÕES S.A.;Telecomunicações;Telecomunicações
TDBH3;TELEFÔNICA EMPRESAS S.A;TELEFONICA DATA BRASIL HOLDING SA;Outros;NA
TDBH4;TELEFÔNICA EMPRESAS S.A;TELEFONICA DATA BRASIL HOLDING SA;Outros;NA
TECN3;TECHNOS;TECHNOS S.A.;Tecidos, Vestuário e Calçados;Acessórios
TEFC11;TELEFÓNICA;TELEFÓNICA S.A.;Outros;NA
TEKA3;TEKA S.A.;TEKA TECELAGEM KUEHNRICH SA;Tecidos, Vestuário e Calçados;Fios e Tecidos
TEKA4;TEKA S.A.;TEKA TECELAGEM KUEHNRICH SA;Tecidos, Vestuário e Calçados;Fios e Tecidos
TELB3;TELEBRAS;TELEC. BRASILEIRAS S.A. - TELEBRÁS;Telecomunicações;Telecomunicações
TELB4;TELEBRAS;TELEC. BRASILEIRAS S.A. - TELEBRÁS;Telecomunicações;Telecomunicações
TEMP3;TEMPO PART;TEMPO PARTICIPACOES;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos
TEND3;Tenda;CONSTRUTORA TENDA S/A;Construção Civil;Incorporações
TENE5;TECBLU;TECBLU - TECELAGEM BLUMENAU S/A.;Tecidos, Vestuário e Calçados;Fios e Tecidos
TENE7;TECBLU;TECBLU - TECELAGEM BLUMENAU S/A.;Tecidos, Vestuário e Calçados;Fios e Tecidos
TERI3;TEREOS;TEREOS INTERNACIONAL S.A.;Alimentos Processados;Alimentos Diversos
TESA3;TERRA SANTA;TERRA SANTA AGRO S.A.;Agropecuária;Agricultura
TFCO4;TRACK FIELD;TRACK & FIELD CO S.A.;Tecidos, Vestuário e Calçados;Vestuário
TGMA3;Tegma;TEGMA GESTÃO LOGÍSTICA SA;Transporte;Transporte Rodoviário
TIBR3;CRISTAL;TRONOX PIGMENTOS DO BRASIL S.A.;Outros;Outros
TIBR5;CRISTAL;TRONOX PIGMENTOS DO BRASIL S.A.;Outros;Outros
TIBR6;CRISTAL;TRONOX PIGMENTOS DO BRASIL S.A.;Outros;Outros
TIET11;AES TIETE E;AES TIETE ENERGIA SA;Energia Elétrica;Energia Elétrica
TIET3;AES TIETE E;AES TIETE ENERGIA SA;Energia Elétrica;Energia Elétrica
TIET4;AES TIETE E;AES TIETE ENERGIA SA;Energia Elétrica;Energia Elétrica
TIMP3;TIM PARTICIPAÇÕES S.A.;TIM PARTICIPAÇÕES S.A.;Telecomunicações;Telecomunicações
TIMS3;TIM;TIM S.A.;Telecomunicações;Telecomunicações
TKNO4;TEKNO;TEKNO S.A. CONSTR.INDÚSTRIA E COMÉRCIO;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
TLCP3;TELE LESTE CELULAR PARTICIPAÇÕES SA;TELE LESTE CELULAR PARTICIPAÇÕES SA;Outros;NA
TLCP4;TELE LESTE CELULAR PARTICIPAÇÕES SA;TELE LESTE CELULAR PARTICIPAÇÕES SA;Outros;NA
TMAR3;TELEMAR;TELEMAR NORTE LESTE SA;Outros;NA
TMAR5;TELEMAR;TELEMAR NORTE LESTE SA;Outros;NA
TMAR6;TELEMAR;TELEMAR NORTE LESTE SA;Outros;NA
TMCP3;TELEMIG CELULAR PARTICIPAÇÕES S.A.;TELEMIG CELULAR PARTICIPAÇÕES S.A.;Outros;NA
TMCP4;TELEMIG CELULAR PARTICIPAÇÕES S.A.;TELEMIG CELULAR PARTICIPAÇÕES S.A.;Outros;NA
TMGC11;TELEMIG CELULAR;TELEMIG CELULAR SA;Outros;NA
TMGC12;TELEMIG CELULAR;TELEMIG CELULAR SA;Outros;NA
TMGC13;TELEMIG CELULAR;TELEMIG CELULAR SA;Outros;NA
TMGC3;TELEMIG CELULAR;TELEMIG CELULAR SA;Outros;NA
TMGC7;TELEMIG CELULAR;TELEMIG CELULAR SA;Outros;NA
TNCP3;AMAZÔNIA CELULAR;TELE NORTE CELULAR PARTICIPAÇÕES SA;Outros;NA
TNCP4;AMAZÔNIA CELULAR;TELE NORTE CELULAR PARTICIPAÇÕES SA;Outros;NA
TNEP3;TELE NORDESTE CELULAR PARTICIPAÇÕES S.A.;TELE NORDESTE CELULAR PARTICIPAÇÕES SA;Outros;NA
TNEP4;TELE NORDESTE CELULAR PARTICIPAÇÕES S.A.;TELE NORDESTE CELULAR PARTICIPAÇÕES SA;Outros;NA
TNLP3;TELEMAR;TELE NORTE LESTE PARTICIPAÇÕES SA;Outros;NA
TNLP4;TELEMAR;TELE NORTE LESTE PARTICIPAÇÕES SA;Outros;NA
TOTS3;TOTVS;TOTVS S.A.;Programas e Serviços;Programas e Serviços
TOYB3;TEC TOY;TEC TOY S/A;Outros;NA
TOYB4;TEC TOY;TEC TOY S/A;Outros;NA
TPIS3;TRIUNFO PARTICIPACOES SA;TRIUNFO PARTICIPACOES E INVESTIMENTOS SA;Transporte;Exploração de Rodovias
TPRC3;TIM PARTICIPAÇÕES S.A.;TIM PARTICIPAÇÕES S.A.;Telecomunicações;Telecomunicações
TPRC6;TIM PARTICIPAÇÕES S.A.;TIM PARTICIPAÇÕES S.A.;Telecomunicações;Telecomunicações
TRAD3;TC;TC TRADERS CLUB S.A.;Programas e Serviços;Programas e Serviços
TRFO3;TRAFO;TRAFO EQUIPAMENTOS ELETRICOS S.A.;Outros;NA
TRFO4;TRAFO;TRAFO EQUIPAMENTOS ELETRICOS S.A.;Outros;NA
TRIS3;Trisul;TRISUL S/A;Construção Civil;Incorporações
TROR3;TRORION;TRORION SA;Outros;NA
TROR4;TRORION;TRORION SA;Outros;NA
TRPL3;ISA ENERGIA;ISA ENERGIA BRASIL S.A;Outros;Outros
TRPL4;ISA ENERGIA;ISA ENERGIA BRASIL S.A;Outros;Outros
TRPN3;TARPON INV;TARPON INVESTIMENTOS S.A.;Holdings Diversificadas;Holdings Diversificadas
TSEP3;TELE SUDESTE CELULAR PART SA;TELE SUDESTE CELULAR PARTICIPAÇÕES SA;Outros;NA
TSEP4;TELE SUDESTE CELULAR PART SA;TELE SUDESTE CELULAR PARTICIPAÇÕES SA;Outros;NA
TSPP3;VIVO PARTICIPAÇÕES;VIVO PARTICIPAÇÕES S/A;Outros;NA
TSPP4;VIVO PARTICIPAÇÕES;VIVO PARTICIPAÇÕES S/A;Outros;NA
TTEN3;3TENTOS;TRÊS TENTOS AGROINDUSTRIAL S/A;Agropecuária;Agricultura
TUPY3;TUPY;TUPY SA;Material de Transporte;Material Rodoviário
TUPY4;TUPY;TUPY SA;Material de Transporte;Material Rodoviário
TVIT3;TIVIT;TIVIT TERC. DE PROC., SERV. E TEC. S.A.;Programas e Serviços;Programas e Serviços
TXRX3;RENAUX;TEXTIL RENAUXVIEW S.A.;Tecidos, Vestuário e Calçados;Fios e Tecidos
TXRX4;RENAUX;TEXTIL RENAUXVIEW S.A.;Tecidos, Vestuário e Calçados;Fios e Tecidos
UBBR11;UNIBANCO SA;UNIBANCO UNIAO BANCOS BRAS SA;Intermediários Financeiros;Bancos
UBBR3;UNIBANCO SA;UNIBANCO UNIAO BANCOS BRAS SA;Intermediários Financeiros;Bancos
UBBR4;UNIBANCO SA;UNIBANCO UNIAO BANCOS BRAS SA;Intermediários Financeiros;Bancos
UCAS3;UNICASA;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Utilidades Domésticas;Móveis
UCOP4;USINA COSTA PINTO S/A AÇÚCAR E ÁLCOOL;USINA COSTA PINTO SA ACUC ALC;Outros;NA
UGPA3;ULTRAPAR PARTICIPAÇÕES SA;ULTRAPAR PARTICIPAÇÕES SA;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
UGPA4;ULTRAPAR PARTICIPAÇÕES SA;ULTRAPAR PARTICIPAÇÕES SA;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
UNIP3;UNIPAR PARTICIPAÇÕES S.A.;UNIPAR PARTICIPAÇÕES S.A.;Químicos;Químicos Diversos
UNIP5;UNIPAR PARTICIPAÇÕES S.A.;UNIPAR PARTICIPAÇÕES S.A.;Químicos;Químicos Diversos
UNIP6;UNIPAR PARTICIPAÇÕES S.A.;UNIPAR PARTICIPAÇÕES S.A.;Químicos;Químicos Diversos
UOLL4;UOL;UNIVERSO ONLINE SA;Programas e Serviços;Programas e Serviços
USIM3;USIMINAS;USINAS SIDERURGICAS DE MINAS GERAIS SA;Siderurgia e Metalurgia;Siderurgia
USIM5;USIMINAS;USINAS SIDERURGICAS DE MINAS GERAIS SA;Siderurgia e Metalurgia;Siderurgia
USIM6;USIMINAS;USINAS SIDERURGICAS DE MINAS GERAIS SA;Siderurgia e Metalurgia;Siderurgia
VAGR3;TERRA SANTA;TERRA SANTA AGRO S.A.;Outros;Outros
VAGV3;SAVIRG;S.A. (VIACAO AEREA-RIOGRANDENSE);Transporte;Transporte Aéreo
VAGV4;SAVIRG;S.A. (VIACAO AEREA-RIOGRANDENSE);Transporte;Transporte Aéreo
VALE3;VALE;VALE S.A.;Mineração;Minerais Metálicos
VALE5;VALE;VALE S.A.;Mineração;Minerais Metálicos
VAMO3;VAMOS;VAMOS LOCAÇÃO DE CAMINHÕES. MÁQUINAS E EQUIP. S.A.;Diversos;Aluguel de carros
VBBR3;VIBRA;VIBRA ENERGIA S.A.;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
VCPA4;Fibria;VOTORANTIM CELULOSE E PAPEL SA;Madeira e Papel;Papel e Celulose
VGOR3;VIGOR;SA FABRICA PRODS ALIMCS VIGOR;Outros;NA
VGOR4;VIGOR;SA FABRICA PRODS ALIMCS VIGOR;Outros;NA
VIGR3;VIGOR FOOD;VIGOR ALIMENTOS S.A.;Outros;NA
VIIA3;CASAS BAHIA;GRUPO CASAS BAHIA S.A.;Outros;Outros
VINE3;VICUNHA TEXTIL SA;VICUNHA TEXTIL SA;Tecidos, Vestuário e Calçados;Fios e Tecidos
VINE5;VICUNHA TEXTIL SA;VICUNHA TEXTIL SA;Tecidos, Vestuário e Calçados;Fios e Tecidos
VITT3;VITTIA;VITTIA FERTILIZANTES E BIOLOGICOS S.A.;Químicos;Fertilizantes e Defensivos
VIVA3;VIVARA S.A.;VIVARA PARTICIPAÇOES S.A;Tecidos, Vestuário e Calçados;Acessórios
VIVO3;VIVO PARTICIPAÇÕES;VIVO PARTICIPAÇÕES S/A;Outros;NA
VIVO4;VIVO PARTICIPAÇÕES;VIVO PARTICIPAÇÕES S/A;Outros;NA
VIVR3;VIVER;VIVER INCORPORADORA E CONSTRUTORA S.A.;Construção Civil;Incorporações
VIVT3;TELEF BRASIL;TELEFÔNICA BRASIL S.A;Telecomunicações;Telecomunicações
VIVT4;TELEF BRASIL;TELEFÔNICA BRASIL S.A;Telecomunicações;Telecomunicações
VLID3;VALID;VALID SOLUÇÕES E SERV. SEG. MEIOS PAG. IDENT. S.A.;Serviços Diversos;Serviços Diversos
VNET3;CIELO;CIELO S.A.;Serviços Financeiros Diversos;Serviços Financeiros Diversos
VPSC3;VPSC;VARIG PARTIC. EM SERVIÇOS COMPLEMENTARES;Transporte;Serviços de Apoio e Armazenagem
VPSC4;VPSC;VARIG PARTIC. EM SERVIÇOS COMPLEMENTARES;Transporte;Serviços de Apoio e Armazenagem
VPTA3;VPTA;VARIG PARTICIPAÇÕES EM TRANSP AÉREOS S/A;Transporte;Transporte Aéreo
VPTA4;VPTA;VARIG PARTICIPAÇÕES EM TRANSP AÉREOS S/A;Transporte;Transporte Aéreo
VSPT3;FERROVIA CENTRO-ATLÂNTICA S.A.;FERROVIA CENTRO ATLANTICA SA;Transporte;Transporte Ferroviário
VSPT4;FERROVIA CENTRO-ATLÂNTICA S.A.;FERROVIA CENTRO ATLANTICA SA;Transporte;Transporte Ferroviário
VSTE3;VESTE;VESTE S.A. ESTILO;Comércio;Tecidos, Vestuário e Calçados
VTLM3;ADVANCED-DH;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;Outros;NA
VTRU3;VITRUEDUCA;VITRU BRASIL EMPREEND. PARTICIP. E COMERCIO S.A.;Diversos;Serviços Educacionais
VULC3;VULCABRAS S/A.;VULCABRAS SA;Tecidos, Vestuário e Calçados;Calçados
VULC4;VULCABRAS S/A.;VULCABRAS SA;Tecidos, Vestuário e Calçados;Calçados
VVAR11;CASAS BAHIA;GRUPO CASAS BAHIA S.A.;Comércio;Eletrodomésticos
VVAR3;CASAS BAHIA;GRUPO CASAS BAHIA S.A.;Outros;Outros
VVAR4;CASAS BAHIA;GRUPO CASAS BAHIA S.A.;Comércio;Eletrodomésticos
VVAX3;VIVAX SA;VIVAX SA;Outros;NA
VVAX4;VIVAX SA;VIVAX SA;Outros;NA
VVEO3;VIVEO;CM HOSPITALAR S.A.;Comércio e Distribuição;Medicamentos e Outros Produtos
WEGE3;WEG SA;WEG SA;Máquinas e Equipamentos;Motores, Compressores e Outros
WEGE4;WEG SA;WEG SA;Máquinas e Equipamentos;Motores, Compressores e Outros
WEST3;WESTWING;WESTWING COMERCIO VAREJISTA S.A.;Programas e Serviços;Programas e Serviços
